pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,city,city_code,population,estimated,percent,latitude
3816,23816,506,4,2024-10-24,07:34 AM,16.12,64.48,Medium,Gourmet,"Sausage, Pepperoni, Cheese",Shrimp Pizza,San Jose,CA,1035000,848729.0,41.9,-25.7308
3817,23817,507,2,2024-10-06,12:38 AM,11.6,23.2,Medium,Vegetarian,"Goat Cheese, Arugula",Margherita,Phoenix,AZ,1686000,1922554.0,47.1,62.7151
3818,23818,508,4,2024-10-15,08:51 AM,19.28,77.12,Medium,Vegetarian,"Sausage, Pepperoni, Cheese",Spinach & Feta,San Jose,CA,1035000,963321.0,49.2,-32.1865
3819,23819,509,2,2024-10-06,07:59 AM,25.73,51.46,Medium,Gourmet,"Peppers, Onions, Mushrooms",Caprese,Chicago,IL,2716000,3082001.0,54.3,-22.8238
3820,23820,500,2,2024-10-25,04:22 AM,16.51,33.02,Medium,Meat,"Spinach, Feta",Veggie Deluxe,Los Angeles,CA,3980400,3622188.0,66.3,80.107
3821,23821,501,2,2024-10-12,06:47 AM,10.08,20.16,Medium,Vegetarian,"Spinach, Feta",Margherita,Phoenix,AZ,1686000,1392485.0,60.3,30.7899
3822,23822,502,1,2024-10-14,02:56 PM,22.72,22.72,Medium,Gourmet,"Ham, Pineapple",Meat Lovers,Chicago,IL,2716000,2548857.0,52.1,-40.3998
3823,23823,503,2,2024-10-23,08:45 PM,24.15,48.3,Medium,Gourmet,"Peppers, Onions, Mushrooms",Caprese,Chicago,IL,2716000,2336945.0,51.9,-33.2028
3824,23824,504,4,2024-10-10,12:24 PM,11.97,47.88,Small,Gourmet,"Tomato, Basil, Mozzarella",Margherita,Houston,TX,2328000,2129461.0,65.1,20.754
3825,23825,505,3,2024-10-11,12:11 PM,25.1,75.3,Small,Meat,"BBQ Chicken, Cheese",Veggie Deluxe,San Diego,CA,1426000,1197959.0,62.5,45.3214
3826,23826,506,2,2024-10-08,07:07 AM,12.37,24.74,Small,Vegetarian,"Sausage, Pepperoni, Cheese",Pepperoni,Dallas,TX,1340000,1286517.0,63.1,-7.2136
3827,23827,507,3,2024-10-17,07:15 AM,12.4,37.2,Small,Meat,"Tomato, Basil, Mozzarella",Margherita,San Jose,CA,1035000,916006.0,68.9,-82.0311
3828,23828,508,4,2024-10-06,01:14 PM,13.61,54.44,Small,Meat,"Spinach, Feta",Spinach & Feta,Phoenix,AZ,1686000,1419645.0,43.5,7.9223
3829,23829,509,2,2024-10-31,01:45 AM,20.0,40.0,Small,Vegetarian,"Spinach, Feta",Veggie Deluxe,Houston,TX,2328000,1897896.0,49.5,-27.8461
3830,23830,500,4,2024-10-07,09:32 AM,23.25,93.0,Large,Seafood,"BBQ Chicken, Cheese",Margherita,Philadelphia,PA,1584200,1750396.0,44.4,-0.0564
3831,23831,501,4,2024-10-31,10:15 AM,17.15,68.6,Medium,Seafood,"Goat Cheese, Arugula",Meat Lovers,Philadelphia,PA,1584200,1461326.0,68.0,14.3825
3832,23832,502,1,2024-10-30,01:56 PM,28.36,28.36,Medium,Meat,"Peppers, Onions, Mushrooms",Spinach & Feta,Chicago,IL,2716000,2260703.0,52.0,-44.7046
3833,23833,503,5,2024-10-26,08:50 AM,25.51,127.55,Large,Vegetarian,"Shrimp, Garlic, Mozzarella",BBQ Chicken,Houston,TX,2328000,2284936.0,52.5,-35.5569
3834,23834,504,3,2024-10-22,05:37 PM,13.47,40.41,Large,Vegetarian,"Goat Cheese, Arugula",Pepperoni,Dallas,TX,1340000,1091580.0,63.9,74.2365
3835,23835,505,1,2024-10-22,08:07 AM,21.61,21.61,Medium,Gourmet,"Goat Cheese, Arugula",Pepperoni,Chicago,IL,2716000,2790318.0,49.5,-22.1557
3836,23836,506,3,2024-10-13,11:02 PM,11.6,34.8,Small,Vegetarian,"Peppers, Onions, Mushrooms",Pepperoni,Chicago,IL,2716000,2597449.0,63.2,-29.1809
3837,23837,507,5,2024-10-04,08:07 PM,17.21,86.05,Large,Seafood,"Spinach, Feta",Veggie Deluxe,San Diego,CA,1426000,1456855.0,45.3,1.8193
3838,23838,508,1,2024-10-08,10:17 AM,17.93,17.93,Small,Meat,"Sausage, Pepperoni, Cheese",Margherita,San Diego,CA,1426000,1333225.0,66.8,76.2558
3839,23839,509,3,2024-10-14,12:42 AM,14.58,43.74,Small,Vegetarian,"Spinach, Feta",BBQ Chicken,New York,NY,8419600,7218865.0,40.5,-65.7707
3840,23840,500,4,2024-10-18,09:26 PM,13.57,54.28,Large,Gourmet,"Peppers, Onions, Mushrooms",Margherita,Los Angeles,CA,3980400,3209348.0,52.8,-75.8757
3841,23841,501,1,2024-10-08,12:25 AM,22.51,22.51,Small,Vegetarian,"Sausage, Pepperoni, Cheese",Hawaiian,New York,NY,8419600,6890635.0,65.9,64.2372
3842,23842,502,1,2024-10-28,11:52 PM,27.46,27.46,Large,Seafood,"Tomato, Mozzarella, Basil",Pepperoni,Philadelphia,PA,1584200,1851635.0,44.7,33.5165
3843,23843,503,1,2024-10-24,08:49 PM,17.22,17.22,Large,Gourmet,"Tomato, Basil, Mozzarella",BBQ Chicken,Los Angeles,CA,3980400,4562412.0,50.1,-74.2028
3844,23844,504,1,2024-10-31,04:04 PM,13.19,13.19,Medium,Gourmet,"Tomato, Basil, Mozzarella",Meat Lovers,Philadelphia,PA,1584200,1842070.0,62.0,-1.226
3845,23845,505,5,2024-10-06,08:17 PM,20.44,102.2,Medium,Vegetarian,"Pepperoni, Cheese",Hawaiian,Dallas,TX,1340000,1436877.0,52.2,-16.8543
3846,23846,506,4,2024-10-11,07:22 AM,21.35,85.4,Medium,Vegetarian,"Pepperoni, Cheese",Margherita,San Diego,CA,1426000,1627953.0,44.6,-46.2668
3847,23847,507,3,2024-10-18,08:04 PM,11.4,34.2,Small,Meat,"Sausage, Pepperoni, Cheese",Pepperoni,San Jose,CA,1035000,1201200.0,42.3,-73.8191
3848,23848,508,5,2024-10-05,04:18 AM,12.07,60.35,Small,Meat,"Shrimp, Garlic, Mozzarella",Spinach & Feta,Dallas,TX,1340000,1093012.0,43.1,-50.0963
3849,23849,509,4,2024-10-20,11:28 AM,27.9,111.6,Medium,Vegetarian,"Sausage, Pepperoni, Cheese",BBQ Chicken,Phoenix,AZ,1686000,1477653.0,51.3,75.0379
3850,23850,500,1,2024-10-14,01:19 PM,18.79,18.79,Small,Meat,"Tomato, Mozzarella, Basil",Pesto Veggie,Phoenix,AZ,1686000,1718191.0,51.7,67.9118
3851,23851,501,1,2024-10-20,06:18 AM,15.76,15.76,Large,Meat,"Goat Cheese, Arugula",Hawaiian,Philadelphia,PA,1584200,1277628.0,42.2,-11.0951
3852,23852,502,4,2024-10-07,04:30 PM,25.75,103.0,Small,Meat,"Spinach, Feta",Caprese,Philadelphia,PA,1584200,1362930.0,67.3,54.7432
3853,23853,503,3,2024-10-06,01:53 AM,10.92,32.76,Large,Seafood,"Tomato, Mozzarella, Basil",Margherita,Houston,TX,2328000,2266254.0,52.4,-21.3185
3854,23854,504,1,2024-11-02,03:52 PM,25.25,25.25,Medium,Vegetarian,"Tomato, Mozzarella, Basil",Pepperoni,San Jose,CA,1035000,1087825.0,46.2,29.5688
3855,23855,505,1,2024-10-18,12:41 PM,25.47,25.47,Medium,Seafood,"Goat Cheese, Arugula",Hawaiian,Chicago,IL,2716000,2821436.0,42.1,2.3798
3856,23856,506,4,2024-10-10,07:34 AM,12.69,50.76,Medium,Seafood,"Sausage, Pepperoni, Cheese",Pepperoni,Dallas,TX,1340000,1263176.0,41.6,79.9682
3857,23857,507,4,2024-10-06,11:58 AM,20.42,81.68,Small,Meat,"Sausage, Pepperoni, Cheese",Pesto Veggie,Chicago,IL,2716000,2857033.0,68.4,-8.4253
3858,23858,508,1,2024-10-19,09:27 PM,17.0,17.0,Large,Vegetarian,"Tomato, Basil, Mozzarella",Pesto Veggie,Houston,TX,2328000,2720888.0,49.5,-32.4574
3859,23859,509,1,2024-10-23,02:46 PM,16.54,16.54,Small,Vegetarian,"Spinach, Feta",Margherita,New York,NY,8419600,8624244.0,46.4,63.7519
3860,23860,500,5,2024-10-19,03:48 AM,28.87,144.35,Medium,Seafood,"BBQ Chicken, Cheese",Spinach & Feta,Chicago,IL,2716000,2823278.0,54.7,-22.128
3861,23861,501,2,2024-10-24,12:02 AM,24.76,49.52,Medium,Meat,"Pepperoni, Cheese",Meat Lovers,San Antonio,TX,1547000,1550131.0,49.6,80.3872
3862,23862,502,5,2024-10-22,08:34 AM,16.01,80.05,Medium,Meat,"Ham, Pineapple",Hawaiian,San Antonio,TX,1547000,1346345.0,60.5,61.8009
3863,23863,503,4,2024-10-05,07:17 AM,16.88,67.52,Medium,Vegetarian,"Spinach, Feta",Shrimp Pizza,Los Angeles,CA,3980400,3536378.0,56.5,45.4592
3864,23864,504,1,2024-10-09,12:06 AM,21.58,21.58,Small,Meat,"Sausage, Pepperoni, Cheese",Pepperoni,San Antonio,TX,1547000,1797689.0,63.6,5.4701
3865,23865,505,3,2024-10-27,06:12 AM,17.69,53.07,Medium,Gourmet,"Sausage, Pepperoni, Cheese",Meat Lovers,New York,NY,8419600,7500603.0,45.8,66.247
3866,23866,506,1,2024-10-30,02:08 PM,14.04,14.04,Small,Vegetarian,"Goat Cheese, Arugula",Caprese,Phoenix,AZ,1686000,1507925.0,47.7,-54.1532
3867,23867,507,5,2024-10-16,06:56 AM,10.47,52.35,Small,Seafood,"Peppers, Onions, Mushrooms",Margherita,San Diego,CA,1426000,1632027.0,43.3,-18.7458
3868,23868,508,3,2024-10-19,01:35 PM,14.32,42.96,Large,Seafood,"Peppers, Onions, Mushrooms",Hawaiian,Philadelphia,PA,1584200,1593341.0,47.9,-83.3158
3869,23869,509,3,2024-10-29,09:23 AM,22.94,68.82,Medium,Seafood,"Tomato, Mozzarella, Basil",Meat Lovers,Philadelphia,PA,1584200,1353444.0,53.3,-76.7178
3870,23870,500,5,2024-10-13,07:00 AM,21.56,107.8,Small,Meat,"Sausage, Pepperoni, Cheese",BBQ Chicken,New York,NY,8419600,7807052.0,64.5,-31.5934
3871,23871,501,2,2024-10-08,06:11 PM,21.11,42.22,Medium,Seafood,"Peppers, Onions, Mushrooms",BBQ Chicken,New York,NY,8419600,7716646.0,52.7,23.091
3872,23872,502,3,2024-10-28,03:38 PM,17.81,53.43,Medium,Meat,"Spinach, Feta",Shrimp Pizza,Dallas,TX,1340000,1214574.0,61.8,-72.04
3873,23873,503,5,2024-10-03,09:14 AM,10.75,53.75,Small,Seafood,"Tomato, Basil, Mozzarella",BBQ Chicken,San Jose,CA,1035000,1021081.0,64.6,-45.326
3874,23874,504,2,2024-10-10,04:04 PM,13.67,27.34,Large,Meat,"Sausage, Pepperoni, Cheese",Shrimp Pizza,Phoenix,AZ,1686000,1546244.0,53.2,60.0893
3875,23875,505,3,2024-10-11,07:49 AM,15.72,47.16,Medium,Gourmet,"BBQ Chicken, Cheese",Spinach & Feta,Chicago,IL,2716000,2354515.0,55.0,-78.5201
3876,23876,506,4,2024-10-03,07:50 AM,17.18,68.72,Medium,Seafood,"Tomato, Mozzarella, Basil",Meat Lovers,San Jose,CA,1035000,1086445.0,65.7,-58.114
3877,23877,507,4,2024-10-23,05:00 AM,22.84,91.36,Medium,Gourmet,"Peppers, Onions, Mushrooms",Spinach & Feta,Philadelphia,PA,1584200,1383759.0,68.0,0.1522
3878,23878,508,5,2024-10-04,09:07 AM,16.04,80.2,Medium,Meat,"Pepperoni, Cheese",Meat Lovers,Houston,TX,2328000,2252411.0,55.8,70.8894
3879,23879,509,5,2024-10-22,05:27 PM,13.86,69.3,Medium,Seafood,"BBQ Chicken, Cheese",Margherita,Dallas,TX,1340000,1123915.0,49.0,8.5753
3880,23880,500,5,2024-10-07,08:31 PM,13.2,66.0,Medium,Vegetarian,"Spinach, Feta",Spinach & Feta,San Diego,CA,1426000,1174617.0,68.7,75.0962
3881,23881,501,5,2024-10-24,06:56 AM,19.94,99.7,Large,Meat,"Sausage, Pepperoni, Cheese",Pesto Veggie,San Diego,CA,1426000,1528717.0,60.6,36.4651
3882,23882,502,1,2024-10-25,04:02 AM,17.56,17.56,Large,Vegetarian,"Shrimp, Garlic, Mozzarella",Pepperoni,Phoenix,AZ,1686000,1577972.0,49.4,-25.0311
3883,23883,503,4,2024-10-08,01:49 PM,22.21,88.84,Small,Seafood,"Goat Cheese, Arugula",Hawaiian,Dallas,TX,1340000,1239725.0,49.2,42.3326
3884,23884,504,5,2024-10-18,02:41 AM,28.74,143.7,Large,Vegetarian,"Ham, Pineapple",Pesto Veggie,Dallas,TX,1340000,1077161.0,56.5,62.027
3885,23885,505,3,2024-10-28,12:27 AM,12.99,38.97,Large,Meat,"Sausage, Pepperoni, Cheese",Veggie Deluxe,San Jose,CA,1035000,852379.0,66.4,46.9172
3886,23886,506,2,2024-10-28,11:26 AM,18.75,37.5,Small,Meat,"Spinach, Feta",BBQ Chicken,New York,NY,8419600,7114427.0,57.4,7.8698
3887,23887,507,5,2024-10-27,10:09 AM,22.41,112.05,Large,Seafood,"Goat Cheese, Arugula",Hawaiian,Chicago,IL,2716000,2817184.0,51.3,32.0624
3888,23888,508,4,2024-10-20,08:25 PM,20.61,82.44,Large,Meat,"Ham, Pineapple",Shrimp Pizza,Philadelphia,PA,1584200,1869033.0,61.7,-51.1989
3889,23889,509,5,2024-10-08,10:25 PM,26.88,134.4,Small,Seafood,"Shrimp, Garlic, Mozzarella",Hawaiian,San Diego,CA,1426000,1296428.0,50.6,38.5021
3890,23890,500,1,2024-10-09,12:45 AM,19.12,19.12,Small,Seafood,"Tomato, Basil, Mozzarella",Pepperoni,New York,NY,8419600,10074389.0,57.4,-57.8713
3891,23891,501,1,2024-10-23,07:33 PM,18.24,18.24,Large,Gourmet,"Pepperoni, Cheese",Spinach & Feta,Phoenix,AZ,1686000,1404748.0,51.2,50.7392
3892,23892,502,3,2024-10-26,08:50 PM,24.7,74.1,Medium,Meat,"Tomato, Mozzarella, Basil",Pesto Veggie,Chicago,IL,2716000,2531917.0,56.6,55.1764
3893,23893,503,5,2024-10-31,04:39 PM,24.63,123.15,Medium,Gourmet,"Ham, Pineapple",BBQ Chicken,New York,NY,8419600,8296196.0,62.3,-62.1125
3894,23894,504,2,2024-10-21,05:07 AM,17.65,35.3,Small,Meat,"Pepperoni, Cheese",Meat Lovers,San Antonio,TX,1547000,1854350.0,55.7,36.464
3895,23895,505,2,2024-10-21,05:27 PM,29.32,58.64,Large,Seafood,"Goat Cheese, Arugula",Veggie Deluxe,New York,NY,8419600,7351492.0,40.3,18.3878
3896,23896,506,4,2024-10-25,03:59 PM,10.36,41.44,Medium,Seafood,"Pepperoni, Cheese",Hawaiian,Los Angeles,CA,3980400,4378707.0,44.3,-89.2469
3897,23897,507,4,2024-10-03,10:19 AM,18.19,72.76,Small,Meat,"Peppers, Onions, Mushrooms",Pepperoni,San Antonio,TX,1547000,1438099.0,48.6,-7.6911
3898,23898,508,2,2024-10-22,10:47 AM,13.66,27.32,Medium,Gourmet,"Peppers, Onions, Mushrooms",Caprese,San Diego,CA,1426000,1670885.0,44.9,1.9444
3899,23899,509,3,2024-10-24,07:04 AM,12.28,36.84,Medium,Seafood,"Ham, Pineapple",Hawaiian,Philadelphia,PA,1584200,1307955.0,59.3,-71.2061
3900,23900,500,5,2024-10-23,08:57 AM,11.28,56.4,Medium,Gourmet,"BBQ Chicken, Cheese",Margherita,Philadelphia,PA,1584200,1422030.0,47.3,-36.2571
3901,23901,501,1,2024-10-31,02:46 PM,11.53,11.53,Small,Vegetarian,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,San Jose,CA,1035000,1133825.0,43.8,4.8461
3902,23902,502,4,2024-10-18,03:41 PM,29.67,118.68,Small,Gourmet,"Pepperoni, Cheese",Hawaiian,New York,NY,8419600,8901872.0,51.2,-76.3678
3903,23903,503,5,2024-10-29,04:55 PM,16.51,82.55,Large,Seafood,"Goat Cheese, Arugula",BBQ Chicken,San Antonio,TX,1547000,1813438.0,55.3,8.2701
3904,23904,504,3,2024-10-17,05:32 PM,23.48,70.44,Large,Meat,"Goat Cheese, Arugula",Shrimp Pizza,Phoenix,AZ,1686000,1914365.0,46.5,-37.9654
3905,23905,505,5,2024-10-07,09:55 AM,16.77,83.85,Medium,Seafood,"Tomato, Mozzarella, Basil",Veggie Deluxe,San Antonio,TX,1547000,1344862.0,62.1,-84.2848
3906,23906,506,4,2024-10-08,08:57 PM,20.93,83.72,Medium,Meat,"Ham, Pineapple",Veggie Deluxe,Houston,TX,2328000,1917001.0,40.4,-28.8116
3907,23907,507,5,2024-10-20,09:52 AM,18.49,92.45,Small,Meat,"Spinach, Feta",Shrimp Pizza,San Antonio,TX,1547000,1509573.0,64.6,22.6484
3908,23908,508,4,2024-10-06,11:17 AM,15.71,62.84,Small,Vegetarian,"Ham, Pineapple",Caprese,Los Angeles,CA,3980400,3949096.0,55.3,-22.147
3909,23909,509,3,2024-10-06,07:10 PM,18.23,54.69,Medium,Seafood,"Shrimp, Garlic, Mozzarella",Pepperoni,New York,NY,8419600,7402326.0,48.1,-77.5191
3910,23910,500,1,2024-10-11,11:59 AM,26.87,26.87,Small,Vegetarian,"BBQ Chicken, Cheese",Margherita,Chicago,IL,2716000,3232264.0,41.6,87.6106
3911,23911,501,1,2024-10-15,01:36 PM,17.29,17.29,Small,Vegetarian,"Pepperoni, Cheese",Margherita,Houston,TX,2328000,2214248.0,49.6,2.4905
3912,23912,502,3,2024-10-18,05:59 AM,11.03,33.09,Medium,Vegetarian,"Shrimp, Garlic, Mozzarella",Pesto Veggie,Phoenix,AZ,1686000,1858979.0,53.6,-82.721
3913,23913,503,4,2024-10-06,04:04 PM,24.4,97.6,Small,Meat,"Spinach, Feta",Veggie Deluxe,Phoenix,AZ,1686000,1942387.0,46.5,75.1053
3914,23914,504,2,2024-10-14,02:22 PM,17.92,35.84,Small,Gourmet,"Ham, Pineapple",Caprese,San Jose,CA,1035000,923874.0,44.9,-55.9782
3915,23915,505,1,2024-10-22,04:33 PM,24.54,24.54,Small,Vegetarian,"Tomato, Mozzarella, Basil",Hawaiian,San Jose,CA,1035000,1036346.0,62.6,54.0915
3916,23916,506,2,2024-10-31,08:14 PM,18.85,37.7,Small,Vegetarian,"Sausage, Pepperoni, Cheese",Shrimp Pizza,Los Angeles,CA,3980400,4381169.0,48.6,-66.6431
3917,23917,507,1,2024-10-31,07:07 PM,21.54,21.54,Large,Meat,"Ham, Pineapple",BBQ Chicken,Philadelphia,PA,1584200,1405965.0,52.2,55.6436
3918,23918,508,2,2024-10-29,03:56 AM,14.47,28.94,Small,Seafood,"Peppers, Onions, Mushrooms",Shrimp Pizza,San Jose,CA,1035000,874278.0,58.9,83.1097
3919,23919,509,2,2024-10-16,03:12 AM,18.47,36.94,Large,Meat,"Sausage, Pepperoni, Cheese",Margherita,Houston,TX,2328000,1958469.0,50.0,-57.6055
3920,23920,500,5,2024-10-24,12:02 PM,11.1,55.5,Medium,Meat,"Spinach, Feta",Pesto Veggie,Houston,TX,2328000,2192901.0,57.1,78.7217
3921,23921,501,3,2024-10-23,06:13 AM,12.21,36.63,Small,Seafood,"Spinach, Feta",Pesto Veggie,New York,NY,8419600,9389140.0,52.2,-78.0527
3922,23922,502,1,2024-10-14,12:51 AM,11.59,11.59,Small,Gourmet,"BBQ Chicken, Cheese",Caprese,Phoenix,AZ,1686000,1787835.0,54.0,-47.8985
3923,23923,503,2,2024-10-14,09:11 PM,29.43,58.86,Large,Meat,"Tomato, Mozzarella, Basil",Shrimp Pizza,Chicago,IL,2716000,2991267.0,52.3,-50.9385
3924,23924,504,5,2024-10-30,08:58 PM,14.24,71.2,Large,Seafood,"Pepperoni, Cheese",BBQ Chicken,San Jose,CA,1035000,884333.0,63.6,-84.0309
3925,23925,505,2,2024-10-25,01:58 PM,10.14,20.28,Medium,Gourmet,"Sausage, Pepperoni, Cheese",Hawaiian,Houston,TX,2328000,2479731.0,66.4,-66.0813
3926,23926,506,4,2024-10-25,08:35 AM,13.82,55.28,Large,Meat,"Pepperoni, Cheese",Margherita,San Antonio,TX,1547000,1297313.0,49.9,54.2911
3927,23927,507,2,2024-10-30,04:01 PM,13.54,27.08,Large,Meat,"Goat Cheese, Arugula",Veggie Deluxe,Chicago,IL,2716000,2608639.0,68.7,-80.317
3928,23928,508,3,2024-10-16,07:23 AM,29.2,87.6,Small,Seafood,"Tomato, Basil, Mozzarella",Meat Lovers,New York,NY,8419600,7060623.0,43.6,88.316
3929,23929,509,5,2024-10-05,07:12 AM,21.04,105.2,Medium,Meat,"Spinach, Feta",Veggie Deluxe,Phoenix,AZ,1686000,1504361.0,50.8,-57.351
3930,23930,500,5,2024-10-15,01:11 PM,25.96,129.8,Small,Seafood,"Shrimp, Garlic, Mozzarella",Pepperoni,San Diego,CA,1426000,1310832.0,42.0,51.6526
3931,23931,501,3,2024-10-29,11:06 AM,13.91,41.73,Medium,Vegetarian,"Peppers, Onions, Mushrooms",Meat Lovers,Phoenix,AZ,1686000,1794297.0,56.4,34.5395
3932,23932,502,2,2024-10-08,09:48 PM,28.07,56.14,Small,Vegetarian,"Peppers, Onions, Mushrooms",Veggie Deluxe,Phoenix,AZ,1686000,1485926.0,47.7,-83.2406
3933,23933,503,5,2024-10-16,02:53 AM,15.13,75.65,Large,Vegetarian,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,Houston,TX,2328000,1911145.0,64.2,-62.6253
3934,23934,504,4,2024-10-03,09:03 AM,26.43,105.72,Small,Vegetarian,"Ham, Pineapple",Pepperoni,Los Angeles,CA,3980400,4056820.0,52.0,40.3396
3935,23935,505,5,2024-10-04,07:28 PM,19.25,96.25,Large,Vegetarian,"BBQ Chicken, Cheese",Meat Lovers,Phoenix,AZ,1686000,1462363.0,51.3,83.3211
3936,23936,506,3,2024-10-26,07:38 AM,13.25,39.75,Large,Gourmet,"Pepperoni, Cheese",Caprese,Los Angeles,CA,3980400,4766329.0,40.3,83.5163
3937,23937,507,5,2024-10-29,05:54 AM,26.16,130.8,Large,Seafood,"Ham, Pineapple",Pesto Veggie,Los Angeles,CA,3980400,4681044.0,52.4,-48.3633
3938,23938,508,4,2024-10-05,06:09 AM,27.49,109.96,Small,Gourmet,"Pepperoni, Cheese",Pesto Veggie,Los Angeles,CA,3980400,4055052.0,44.8,70.1915
3939,23939,509,5,2024-10-30,08:24 AM,26.35,131.75,Medium,Gourmet,"BBQ Chicken, Cheese",Pepperoni,Philadelphia,PA,1584200,1526120.0,61.4,62.3382
3940,23940,500,5,2024-10-26,06:52 PM,24.82,124.1,Small,Gourmet,"BBQ Chicken, Cheese",Caprese,New York,NY,8419600,9216689.0,53.4,-89.7671
3941,23941,501,1,2024-10-23,09:21 AM,12.56,12.56,Small,Meat,"BBQ Chicken, Cheese",Margherita,Houston,TX,2328000,2604810.0,51.2,69.5381
3942,23942,502,3,2024-10-28,02:26 AM,18.89,56.67,Small,Meat,"Spinach, Feta",Spinach & Feta,Philadelphia,PA,1584200,1861284.0,45.1,51.4467
3943,23943,503,5,2024-10-29,02:06 AM,17.89,89.45,Medium,Meat,"Spinach, Feta",Shrimp Pizza,Dallas,TX,1340000,1212734.0,53.2,52.852
3944,23944,504,1,2024-10-24,03:29 AM,28.76,28.76,Medium,Gourmet,"Spinach, Feta",Spinach & Feta,New York,NY,8419600,9692920.0,68.1,-59.5742
3945,23945,505,3,2024-10-24,08:35 AM,10.6,31.8,Medium,Meat,"Ham, Pineapple",Pepperoni,San Diego,CA,1426000,1687212.0,57.2,-79.3779
3946,23946,506,2,2024-10-24,04:49 AM,16.46,32.92,Medium,Gourmet,"Goat Cheese, Arugula",Hawaiian,Phoenix,AZ,1686000,1631279.0,63.1,16.0443
3947,23947,507,3,2024-10-28,07:33 AM,18.65,55.95,Medium,Seafood,"Pepperoni, Cheese",Shrimp Pizza,New York,NY,8419600,10029830.0,64.3,43.1205
3948,23948,508,2,2024-10-31,06:38 PM,13.81,27.62,Medium,Gourmet,"Peppers, Onions, Mushrooms",Pesto Veggie,Philadelphia,PA,1584200,1473432.0,50.5,-10.4122
3949,23949,509,1,2024-10-10,08:31 PM,18.9,18.9,Small,Seafood,"Spinach, Feta",Margherita,Chicago,IL,2716000,2727137.0,45.2,-84.1993
3950,23950,500,2,2024-10-21,02:15 AM,24.13,48.26,Medium,Gourmet,"Goat Cheese, Arugula",Meat Lovers,Chicago,IL,2716000,2247055.0,60.8,-27.274
3951,23951,501,3,2024-10-23,02:31 AM,11.99,35.97,Large,Gourmet,"Goat Cheese, Arugula",Spinach & Feta,San Jose,CA,1035000,882221.0,55.9,-35.1822
3952,23952,502,4,2024-10-10,05:37 AM,21.46,85.84,Large,Meat,"Goat Cheese, Arugula",Veggie Deluxe,San Antonio,TX,1547000,1295961.0,51.8,-19.0567
3953,23953,503,3,2024-10-14,10:24 PM,21.28,63.84,Large,Meat,"Ham, Pineapple",Spinach & Feta,Chicago,IL,2716000,2570817.0,66.0,-29.8134
3954,23954,504,2,2024-10-06,12:54 AM,10.67,21.34,Small,Vegetarian,"Ham, Pineapple",Veggie Deluxe,New York,NY,8419600,7688754.0,55.2,-25.8701
3955,23955,505,4,2024-10-23,04:58 PM,18.0,72.0,Large,Seafood,"Tomato, Basil, Mozzarella",Pepperoni,New York,NY,8419600,10099657.0,43.4,37.6316
3956,23956,506,5,2024-10-22,11:15 PM,10.54,52.7,Large,Meat,"Goat Cheese, Arugula",Veggie Deluxe,Philadelphia,PA,1584200,1486410.0,60.8,-13.1934
3957,23957,507,5,2024-10-07,04:53 AM,27.78,138.9,Medium,Meat,"Sausage, Pepperoni, Cheese",Pesto Veggie,Houston,TX,2328000,2338652.0,55.6,78.8046
3958,23958,508,2,2024-10-10,05:12 PM,10.36,20.72,Small,Seafood,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,Dallas,TX,1340000,1509749.0,60.4,63.6896
3959,23959,509,5,2024-10-31,08:35 AM,21.82,109.1,Small,Meat,"Spinach, Feta",Pepperoni,Chicago,IL,2716000,2806643.0,43.7,-48.1115
3960,23960,500,5,2024-10-03,10:11 AM,16.3,81.5,Medium,Gourmet,"Goat Cheese, Arugula",BBQ Chicken,New York,NY,8419600,7119663.0,45.2,80.1374
3961,23961,501,1,2024-10-25,12:58 PM,11.95,11.95,Medium,Vegetarian,"Sausage, Pepperoni, Cheese",BBQ Chicken,San Diego,CA,1426000,1584697.0,55.5,-20.7566
3962,23962,502,1,2024-10-23,05:29 AM,14.75,14.75,Medium,Vegetarian,"Tomato, Mozzarella, Basil",Pesto Veggie,New York,NY,8419600,9563812.0,64.9,-2.202
3963,23963,503,5,2024-10-12,10:30 AM,25.43,127.15,Medium,Gourmet,"Sausage, Pepperoni, Cheese",Meat Lovers,Chicago,IL,2716000,2250224.0,56.2,-46.0862
3964,23964,504,4,2024-10-04,05:32 PM,28.3,113.2,Large,Vegetarian,"Spinach, Feta",BBQ Chicken,San Diego,CA,1426000,1343098.0,51.3,86.357
3965,23965,505,3,2024-10-11,05:04 PM,15.14,45.42,Small,Seafood,"Peppers, Onions, Mushrooms",Caprese,Philadelphia,PA,1584200,1840276.0,58.2,68.2695
3966,23966,506,2,2024-10-19,02:46 PM,27.9,55.8,Large,Vegetarian,"Pepperoni, Cheese",Pepperoni,San Diego,CA,1426000,1210325.0,51.3,-16.1048
3967,23967,507,1,2024-10-05,08:35 AM,15.98,15.98,Large,Gourmet,"Ham, Pineapple",Shrimp Pizza,Los Angeles,CA,3980400,4502043.0,57.2,-40.5861
